Unnamed: 0,Nombre de Comunidad,Código de Provincia,Nombre de Provincia,Código de Municipio,Nombre de Municipio,Población,Número de mesas,Total censo electoral,Total votantes,Votos válidos,Votos a candidaturas,Votos en blanco,Votos nulos,PSOE,PP,Cs                                                ,PODEMOS-IU-EQUO                                   ,VOX                                               ,ERC-SOBIRANISTES                                  ,ECP-GUANYEM EL CANVI                              ,JxCAT-JUNTS                                       ,EAJ-PNV                                           ,EH Bildu                                          ,PODEMOS-EU-MAREAS EN COMÚN-EQUO                   ,CCa-PNC                                           ,NA+                                               ,COMPROMÍS 2019                                    ,PRC                                               ,PACMA                                             ,FRONT REPUBLICÀ                                   ,BNG                                               ,RECORTES CERO-GV                                  ,NCa                                               ,PACT                                              ,ARA-MES-ESQUERRA                                  ,GBAI                                              ,PUM+J                                             ,EN MAREA                                          ,PCTE                                              ,EL PI                                             ,AxSI                                              ,PCOE                                              ,PCPE                                              ,AVANT ADELANTE LOS VERDES                         ,EB                                                ,CpM                                               ,SOMOS REGIÓN                                      ,PCPA                                              ,PH                                                ,UIG-SOM-CUIDES                                    ,ERPV                                              ,IZQP                                              ,PCPC                                              ,AHORA CANARIAS                                    ,CxG                                               ,PPSO                                              ,CNV                                               ,PREPAL                                            ,C.Ex-C.R.Ex-P.R.Ex                                ,PR+                                               ,P-LIB                                             ,CILU-LINARES                                      ,ANDECHA ASTUR                                     ,"""JF""                                              ",PYLN                                              ,FIA                                               ,FE de las JONS                                    ,F8                                                ,SOLIDARIA                                         ,DPL                                               ,UNIÓN REGIONALISTA                                ,centrados                                         ,VOU                                               ,DP                                                ,PDSJE-UDEC                                        ,IZAR                                              ,RISA                                              ,C 21                                              ,+MAS+                                             ,UDT                                               ,COD_POSTAL,%PSOE,%PP,size
6788,Comunidad de Madrid           ,28,Madrid                        ,128,Rozas de Puerto Real,527,1,445,352,352,350,2,0,116,82,61,38,45,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28128,0.3314285714285714,,<5K
6789,Comunidad de Madrid           ,28,Madrid                        ,129,San Agustín del Guadalix,13273,13,8577,6925,6853,6808,45,72,1553,1197,1848,873,1165,0,0,0,0,0,0,0,0,0,0,113,0,0,11,0,29,0,0,11,0,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28129,0.22811398354876616,,>5K
6790,Comunidad de Madrid           ,28,Madrid                        ,130,San Fernando de Henares,39466,46,28508,23566,23305,23126,179,261,7480,2608,5065,4492,2641,0,0,0,0,0,0,0,0,0,0,415,0,0,43,0,291,0,0,29,0,24,0,0,0,14,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28130,0.32344547262821066,,>5K
6791,Comunidad de Madrid           ,28,Madrid                        ,131,San Lorenzo de El Escorial,18088,22,13432,10500,10387,10306,81,113,2482,2048,2120,1586,1830,0,0,0,0,0,0,0,0,0,0,147,0,0,18,0,41,0,0,10,0,5,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28131,0.24083058412575198,,>5K
6792,Comunidad de Madrid           ,28,Madrid                        ,132,San Martín de la Vega,18784,18,12068,9067,8954,8891,63,113,2808,1068,1663,1480,1582,0,0,0,0,0,0,0,0,0,0,195,0,0,18,0,36,0,0,24,0,5,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28132,0.31582499156450344,,>5K
6793,Comunidad de Madrid           ,28,Madrid                        ,133,San Martín de Valdeiglesias,8318,10,6116,4581,4486,4464,22,95,1298,966,704,601,788,0,0,0,0,0,0,0,0,0,0,73,0,0,3,0,13,0,0,7,0,4,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28133,0.2907706093189964,,<5K
6794,Comunidad de Madrid           ,28,Madrid                        ,134,San Sebastián de los Reyes,87724,100,63353,51185,50776,50440,336,409,13704,7992,12399,8133,6905,0,0,0,0,0,0,0,0,0,0,712,0,0,116,0,289,0,0,82,0,31,0,0,0,28,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28134,0.27168913560666136,,>5K
6795,Comunidad de Madrid           ,28,Madrid                        ,135,Santa María de la Alameda,1182,2,985,762,756,755,1,6,169,168,115,138,148,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28135,0.223841059602649,,<5K
6796,Comunidad de Madrid           ,28,Madrid                        ,136,Santorcaz,850,1,680,569,563,563,0,6,162,119,91,62,125,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28136,0.2877442273534636,,<5K
6797,Comunidad de Madrid           ,28,Madrid                        ,137,Los Santos de la Humosa,2542,3,1744,1385,1366,1358,8,19,348,215,257,185,308,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,8,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28137,0.25625920471281294,,<5K
6798,Comunidad de Madrid           ,28,Madrid                        ,138,La Serna del Monte,74,1,63,49,49,49,0,0,7,13,12,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28138,0.14285714285714285,,<5K
6799,Comunidad de Madrid           ,28,Madrid                        ,140,Serranillos del Valle,4066,5,3139,2547,2523,2511,12,24,522,414,499,381,613,0,0,0,0,0,0,0,0,0,0,52,0,0,7,0,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28140,0.2078853046594982,,<5K
6800,Comunidad de Madrid           ,28,Madrid                        ,141,Sevilla la Nueva,9095,9,6245,4943,4890,4846,44,53,1002,826,1191,715,967,0,0,0,0,0,0,0,0,0,0,99,0,0,7,0,22,0,0,4,0,4,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28141,0.20676846884028063,,<5K
6801,Comunidad de Madrid           ,28,Madrid                        ,143,Somosierra,80,1,77,62,62,62,0,0,16,16,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28143,0.25806451612903225,,<5K
6802,Comunidad de Madrid           ,28,Madrid                        ,144,Soto del Real,8694,10,6426,5274,5222,5187,35,52,1273,1000,1118,713,959,0,0,0,0,0,0,0,0,0,0,80,0,0,5,0,21,0,0,10,0,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28144,0.2454212454212454,,>5K
6803,Comunidad de Madrid           ,28,Madrid                        ,145,Talamanca de Jarama,3725,4,2640,2014,1987,1976,11,27,595,278,413,317,314,0,0,0,0,0,0,0,0,0,0,36,0,0,3,0,9,0,0,4,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28145,0.30111336032388664,,<5K
6804,Comunidad de Madrid           ,28,Madrid                        ,146,Tielmes,2604,3,1792,1308,1293,1285,8,15,419,298,204,144,217,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28146,0.32607003891050584,,<5K
6805,Comunidad de Madrid           ,28,Madrid                        ,147,Titulcia,1304,2,991,779,769,767,2,10,238,135,109,113,148,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28147,0.31029986962190353,,<5K
6806,Comunidad de Madrid           ,28,Madrid                        ,148,Torrejón de Ardoz,129729,147,88648,70218,69546,68976,570,672,20068,10894,15701,11637,8648,0,0,0,0,0,0,0,0,0,0,1126,0,0,146,0,454,0,0,103,0,56,0,0,0,47,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28148,0.2909417768499188,,>5K
6807,Comunidad de Madrid           ,28,Madrid                        ,149,Torrejón de la Calzada,8582,10,6173,5089,5038,5007,31,51,1183,689,1239,770,996,0,0,0,0,0,0,0,0,0,0,76,0,0,13,0,26,0,0,5,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28149,0.23626922308767725,,>5K
6808,Comunidad de Madrid           ,28,Madrid                        ,150,Torrejón de Velasco,4298,6,3187,2640,2604,2584,20,36,512,507,534,415,562,0,0,0,0,0,0,0,0,0,0,27,0,0,6,0,7,0,0,5,0,1,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28150,0.19814241486068113,,<5K
6809,Comunidad de Madrid           ,28,Madrid                        ,151,Torrelaguna,4724,6,3251,2483,2450,2439,11,33,718,401,537,353,382,0,0,0,0,0,0,0,0,0,0,30,0,0,3,0,7,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28151,0.2943829438294383,,<5K
6810,Comunidad de Madrid           ,28,Madrid                        ,152,Torrelodones,23361,27,16838,14205,14151,14064,87,54,2523,3033,3771,1512,2940,0,0,0,0,0,0,0,0,0,0,196,0,0,24,0,38,0,0,14,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28152,0.17939419795221842,,>5K
6811,Comunidad de Madrid           ,28,Madrid                        ,153,Torremocha de Jarama,975,1,795,566,564,559,5,2,143,68,86,174,69,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28153,0.2558139534883721,,<5K
6812,Comunidad de Madrid           ,28,Madrid                        ,154,Torres de la Alameda,7760,9,5525,4283,4222,4198,24,61,1275,681,823,568,753,0,0,0,0,0,0,0,0,0,0,70,0,0,6,0,11,0,0,3,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28154,0.30371605526441164,,<5K
6813,Comunidad de Madrid           ,28,Madrid                        ,155,Valdaracete,626,1,485,414,409,409,0,5,178,88,59,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28155,0.4352078239608802,,<5K
6814,Comunidad de Madrid           ,28,Madrid                        ,156,Valdeavero,1510,2,1084,885,880,874,6,5,233,146,174,126,162,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28156,0.2665903890160183,,<5K
6815,Comunidad de Madrid           ,28,Madrid                        ,157,Valdelaguna,903,1,682,530,516,515,1,14,139,118,85,53,110,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28157,0.26990291262135924,,<5K
6816,Comunidad de Madrid           ,28,Madrid                        ,158,Valdemanco,927,1,678,547,540,539,1,7,83,147,107,88,106,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28158,0.15398886827458255,,<5K
6817,Comunidad de Madrid           ,28,Madrid                        ,159,Valdemaqueda,761,1,594,493,491,486,5,2,125,129,87,49,84,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28159,0.257201646090535,,<5K
6818,Comunidad de Madrid           ,28,Madrid                        ,160,Valdemorillo,12280,12,8630,6922,6856,6822,34,66,1463,1257,1556,1024,1338,0,0,0,0,0,0,0,0,0,0,113,0,0,19,0,36,0,0,5,0,4,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28160,0.2144532395192026,,>5K
6819,Comunidad de Madrid           ,28,Madrid                        ,161,Valdemoro,74745,83,51560,41390,40922,40667,255,468,9694,5358,9892,6264,8251,0,0,0,0,0,0,0,0,0,0,701,0,0,89,0,268,0,0,43,0,30,0,0,0,20,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28161,0.2383750952861042,,>5K
6820,Comunidad de Madrid           ,28,Madrid                        ,162,Valdeolmos-Alalpardo,4039,4,2771,2264,2243,2237,6,21,421,430,590,249,495,0,0,0,0,0,0,0,0,0,0,34,0,0,6,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28162,0.18819848010728654,,<5K
6821,Comunidad de Madrid           ,28,Madrid                        ,163,Valdepiélagos,574,1,429,361,345,341,4,16,111,62,46,63,41,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28163,0.3255131964809384,,<5K
6822,Comunidad de Madrid           ,28,Madrid                        ,164,Valdetorres de Jarama,4384,5,3202,2553,2530,2511,19,23,581,391,574,313,578,0,0,0,0,0,0,0,0,0,0,45,0,0,4,0,17,0,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28164,0.23138191955396256,,<5K
6823,Comunidad de Madrid           ,28,Madrid                        ,165,Valdilecha,2840,3,1910,1443,1430,1419,11,13,329,383,265,124,297,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,1,0,5,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28165,0.23185341789992953,,<5K
6824,Comunidad de Madrid           ,28,Madrid                        ,166,Valverde de Alcalá,432,1,347,287,286,285,1,1,85,52,58,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28166,0.2982456140350877,,<5K
6825,Comunidad de Madrid           ,28,Madrid                        ,167,Velilla de San Antonio,12193,12,8609,7086,7015,6967,48,71,2017,804,1678,1279,996,0,0,0,0,0,0,0,0,0,0,126,0,0,13,0,29,0,0,5,0,4,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28167,0.28950767905841823,,>5K
6826,Comunidad de Madrid           ,28,Madrid                        ,168,El Vellón,1942,2,1329,976,969,966,3,7,245,195,162,145,196,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28168,0.2536231884057971,,<5K
6827,Comunidad de Madrid           ,28,Madrid                        ,169,Venturada,2081,2,1553,1280,1273,1258,15,7,227,211,339,158,296,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28169,0.18044515103338632,,<5K
6828,Comunidad de Madrid           ,28,Madrid                        ,170,Villaconejos,3363,4,2488,1840,1810,1800,10,30,511,314,348,252,352,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28170,0.2838888888888889,,<5K
6829,Comunidad de Madrid           ,28,Madrid                        ,171,Villa del Prado,6409,8,4382,3202,3134,3123,11,68,819,822,518,348,580,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,5,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28171,0.2622478386167147,,<5K
6830,Comunidad de Madrid           ,28,Madrid                        ,172,Villalbilla,13421,15,9751,7994,7928,7890,38,66,1489,1257,2134,1062,1694,0,0,0,0,0,0,0,0,0,0,173,0,0,12,0,42,0,0,10,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28172,0.18871989860583016,,>5K
6831,Comunidad de Madrid           ,28,Madrid                        ,173,Villamanrique de Tajo,699,1,519,417,412,408,4,5,140,87,61,39,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28173,0.3431372549019608,,<5K
6832,Comunidad de Madrid           ,28,Madrid                        ,174,Villamanta,2501,3,1840,1363,1349,1339,10,14,319,286,273,154,276,0,0,0,0,0,0,0,0,0,0,18,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28174,0.23823749066467514,,<5K
6833,Comunidad de Madrid           ,28,Madrid                        ,175,Villamantilla,1420,2,935,775,767,764,3,8,156,150,151,118,163,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28175,0.20418848167539266,,<5K
6834,Comunidad de Madrid           ,28,Madrid                        ,176,Villanueva de la Cañada,21000,20,13837,11415,11326,11262,64,89,1820,2853,2837,1004,2490,0,0,0,0,0,0,0,0,0,0,174,0,0,25,0,35,0,0,10,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28176,0.1616053986858462,,>5K
6835,Comunidad de Madrid           ,28,Madrid                        ,177,Villanueva del Pardillo,17127,17,10722,9093,9029,8965,64,64,1815,1649,2487,987,1836,0,0,0,0,0,0,0,0,0,0,119,0,0,12,0,33,0,0,10,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28177,0.20245398773006135,,>5K
6836,Comunidad de Madrid           ,28,Madrid                        ,178,Villanueva de Perales,1547,2,1135,949,935,934,1,14,229,143,170,148,225,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28178,0.24518201284796573,,<5K
6837,Comunidad de Madrid           ,28,Madrid                        ,179,Villar del Olmo,1967,2,1450,1115,1100,1097,3,15,245,197,244,172,208,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28179,0.22333637192342753,,<5K
6838,Comunidad de Madrid           ,28,Madrid                        ,180,Villarejo de Salvanés,7291,9,5317,4266,4222,4196,26,44,1494,673,899,501,572,0,0,0,0,0,0,0,0,0,0,27,0,0,2,0,11,0,0,5,0,1,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28180,0.35605338417540516,,<5K
6839,Comunidad de Madrid           ,28,Madrid                        ,181,Villaviciosa de Odón,27596,32,20669,17314,17205,17104,101,109,3117,4266,4156,1763,3444,0,0,0,0,0,0,0,0,0,0,237,0,0,24,0,62,0,0,15,0,6,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28181,0.18223807296538821,,>5K
6840,Comunidad de Madrid           ,28,Madrid                        ,182,Villavieja del Lozoya,258,1,198,169,169,168,1,0,42,25,25,41,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28182,0.25,,<5K
6841,Comunidad de Madrid           ,28,Madrid                        ,183,Zarzalejo,1620,2,1124,857,842,838,4,15,209,156,105,236,103,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28183,0.2494033412887828,,<5K
6842,Comunidad de Madrid           ,28,Madrid                        ,901,Lozoyuela-Navas-Sieteiglesias,1266,2,868,653,639,633,6,14,167,123,101,125,105,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28901,0.2638230647709321,,<5K
6843,Comunidad de Madrid           ,28,Madrid                        ,902,Puentes Viejas,642,1,523,418,415,413,2,3,64,100,79,90,72,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28902,0.1549636803874092,,<5K
6844,Comunidad de Madrid           ,28,Madrid                        ,903,Tres Cantos,46750,55,35343,30490,30287,30086,201,203,7661,5058,7795,4898,4059,0,0,0,0,0,0,0,0,0,0,370,0,0,33,0,130,0,0,38,0,12,0,0,0,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28903,0.2546367081034368,,>5K
