Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28001 Acebeda, La;;;Renta neta media por persona ;2020;13.999
28001 Acebeda, La;2800101 Acebeda, La distrito 01;;Renta neta media por persona ;2020;13.999
28001 Acebeda, La;2800101 Acebeda, La distrito 01;2800101001 Acebeda, La sección 01001;Renta neta media por persona ;2020;13.999
28002 Ajalvir;;;Renta neta media por persona ;2020;14.079
28002 Ajalvir;2800201 Ajalvir distrito 01;;Renta neta media por persona ;2020;14.079
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir sección 01001;Renta neta media por persona ;2020;15.006
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir sección 01002;Renta neta media por persona ;2020;13.323
28003 Alameda del Valle;;;Renta neta media por persona ;2020;16.728
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Renta neta media por persona ;2020;16.728
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle sección 01001;Renta neta media por persona ;2020;16.728
28004 Álamo, El;;;Renta neta media por persona ;2020;10.608
28004 Álamo, El;2800401 Álamo, El distrito 01;;Renta neta media por persona ;2020;10.608
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401001 Álamo, El sección 01001;Renta neta media por persona ;2020;10.011
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401002 Álamo, El sección 01002;Renta neta media por persona ;2020;11.285
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401003 Álamo, El sección 01003;Renta neta media por persona ;2020;9.838
28004 Álamo, El;2800401 Álamo, El distrito 01;2800401004 Álamo, El sección 01004;Renta neta media por persona ;2020;11.275
28005 Alcalá de Henares;;;Renta neta media por persona ;2020;13.243
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;;Renta neta media por persona ;2020;14.052
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501001 Alcalá de Henares sección 01001;Renta neta media por persona ;2020;15.670
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501002 Alcalá de Henares sección 01002;Renta neta media por persona ;2020;14.142
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501003 Alcalá de Henares sección 01003;Renta neta media por persona ;2020;14.696
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501004 Alcalá de Henares sección 01004;Renta neta media por persona ;2020;15.009
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501005 Alcalá de Henares sección 01005;Renta neta media por persona ;2020;17.027
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501006 Alcalá de Henares sección 01006;Renta neta media por persona ;2020;14.749
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501007 Alcalá de Henares sección 01007;Renta neta media por persona ;2020;11.653
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501008 Alcalá de Henares sección 01008;Renta neta media por persona ;2020;10.985
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501009 Alcalá de Henares sección 01009;Renta neta media por persona ;2020;11.443
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501010 Alcalá de Henares sección 01010;Renta neta media por persona ;2020;13.170
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501011 Alcalá de Henares sección 01011;Renta neta media por persona ;2020;12.474
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501012 Alcalá de Henares sección 01012;Renta neta media por persona ;2020;13.614
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501013 Alcalá de Henares sección 01013;Renta neta media por persona ;2020;16.929
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501014 Alcalá de Henares sección 01014;Renta neta media por persona ;2020;16.997
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501015 Alcalá de Henares sección 01015;Renta neta media por persona ;2020;14.368
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501016 Alcalá de Henares sección 01016;Renta neta media por persona ;2020;12.627
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501017 Alcalá de Henares sección 01017;Renta neta media por persona ;2020;11.056
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501018 Alcalá de Henares sección 01018;Renta neta media por persona ;2020;10.187
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501020 Alcalá de Henares sección 01020;Renta neta media por persona ;2020;10.562
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501021 Alcalá de Henares sección 01021;Renta neta media por persona ;2020;16.225
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501022 Alcalá de Henares sección 01022;Renta neta media por persona ;2020;13.219
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501023 Alcalá de Henares sección 01023;Renta neta media por persona ;2020;17.023
28005 Alcalá de Henares;2800501 Alcalá de Henares distrito 01;2800501024 Alcalá de Henares sección 01024;Renta neta media por persona ;2020;18.349
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;;Renta neta media por persona ;2020;10.918
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502001 Alcalá de Henares sección 02001;Renta neta media por persona ;2020;10.617
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502002 Alcalá de Henares sección 02002;Renta neta media por persona ;2020;11.267
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502003 Alcalá de Henares sección 02003;Renta neta media por persona ;2020;11.266
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502004 Alcalá de Henares sección 02004;Renta neta media por persona ;2020;8.938
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502005 Alcalá de Henares sección 02005;Renta neta media por persona ;2020;8.602
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502006 Alcalá de Henares sección 02006;Renta neta media por persona ;2020;9.162
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502007 Alcalá de Henares sección 02007;Renta neta media por persona ;2020;8.775
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502008 Alcalá de Henares sección 02008;Renta neta media por persona ;2020;13.762
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502009 Alcalá de Henares sección 02009;Renta neta media por persona ;2020;""
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502010 Alcalá de Henares sección 02010;Renta neta media por persona ;2020;8.615
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502011 Alcalá de Henares sección 02011;Renta neta media por persona ;2020;6.567
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502012 Alcalá de Henares sección 02012;Renta neta media por persona ;2020;7.522
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502013 Alcalá de Henares sección 02013;Renta neta media por persona ;2020;8.346
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502014 Alcalá de Henares sección 02014;Renta neta media por persona ;2020;10.839
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502015 Alcalá de Henares sección 02015;Renta neta media por persona ;2020;8.947
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502016 Alcalá de Henares sección 02016;Renta neta media por persona ;2020;10.642
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502017 Alcalá de Henares sección 02017;Renta neta media por persona ;2020;9.018
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502018 Alcalá de Henares sección 02018;Renta neta media por persona ;2020;11.922
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502019 Alcalá de Henares sección 02019;Renta neta media por persona ;2020;10.079
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502020 Alcalá de Henares sección 02020;Renta neta media por persona ;2020;10.812
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502021 Alcalá de Henares sección 02021;Renta neta media por persona ;2020;10.382
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502022 Alcalá de Henares sección 02022;Renta neta media por persona ;2020;10.176
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502023 Alcalá de Henares sección 02023;Renta neta media por persona ;2020;9.119
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502024 Alcalá de Henares sección 02024;Renta neta media por persona ;2020;9.259
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502025 Alcalá de Henares sección 02025;Renta neta media por persona ;2020;9.852
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502026 Alcalá de Henares sección 02026;Renta neta media por persona ;2020;12.296
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502027 Alcalá de Henares sección 02027;Renta neta media por persona ;2020;10.114
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502028 Alcalá de Henares sección 02028;Renta neta media por persona ;2020;14.305
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502029 Alcalá de Henares sección 02029;Renta neta media por persona ;2020;16.844
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502030 Alcalá de Henares sección 02030;Renta neta media por persona ;2020;10.715
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502031 Alcalá de Henares sección 02031;Renta neta media por persona ;2020;16.475
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502032 Alcalá de Henares sección 02032;Renta neta media por persona ;2020;11.750
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502033 Alcalá de Henares sección 02033;Renta neta media por persona ;2020;11.845
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502034 Alcalá de Henares sección 02034;Renta neta media por persona ;2020;11.825
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502035 Alcalá de Henares sección 02035;Renta neta media por persona ;2020;11.870
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502036 Alcalá de Henares sección 02036;Renta neta media por persona ;2020;11.830
28005 Alcalá de Henares;2800502 Alcalá de Henares distrito 02;2800502037 Alcalá de Henares sección 02037;Renta neta media por persona ;2020;11.479
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;;Renta neta media por persona ;2020;13.159
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503001 Alcalá de Henares sección 03001;Renta neta media por persona ;2020;10.468
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503002 Alcalá de Henares sección 03002;Renta neta media por persona ;2020;10.013
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503003 Alcalá de Henares sección 03003;Renta neta media por persona ;2020;9.124
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503004 Alcalá de Henares sección 03004;Renta neta media por persona ;2020;13.131
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503005 Alcalá de Henares sección 03005;Renta neta media por persona ;2020;9.286
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503006 Alcalá de Henares sección 03006;Renta neta media por persona ;2020;10.744
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503007 Alcalá de Henares sección 03007;Renta neta media por persona ;2020;12.084
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503008 Alcalá de Henares sección 03008;Renta neta media por persona ;2020;11.479
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503009 Alcalá de Henares sección 03009;Renta neta media por persona ;2020;9.329
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503011 Alcalá de Henares sección 03011;Renta neta media por persona ;2020;13.437
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503012 Alcalá de Henares sección 03012;Renta neta media por persona ;2020;11.018
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503013 Alcalá de Henares sección 03013;Renta neta media por persona ;2020;17.970
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503014 Alcalá de Henares sección 03014;Renta neta media por persona ;2020;14.433
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503015 Alcalá de Henares sección 03015;Renta neta media por persona ;2020;14.560
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503016 Alcalá de Henares sección 03016;Renta neta media por persona ;2020;17.668
28005 Alcalá de Henares;2800503 Alcalá de Henares distrito 03;2800503017 Alcalá de Henares sección 03017;Renta neta media por persona ;2020;16.870
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;;Renta neta media por persona ;2020;15.371
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504001 Alcalá de Henares sección 04001;Renta neta media por persona ;2020;18.273
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504002 Alcalá de Henares sección 04002;Renta neta media por persona ;2020;18.632
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504003 Alcalá de Henares sección 04003;Renta neta media por persona ;2020;18.212
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504004 Alcalá de Henares sección 04004;Renta neta media por persona ;2020;17.808
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504005 Alcalá de Henares sección 04005;Renta neta media por persona ;2020;11.913
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504006 Alcalá de Henares sección 04006;Renta neta media por persona ;2020;11.751
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504007 Alcalá de Henares sección 04007;Renta neta media por persona ;2020;17.332
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504008 Alcalá de Henares sección 04008;Renta neta media por persona ;2020;15.568
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504009 Alcalá de Henares sección 04009;Renta neta media por persona ;2020;12.152
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504010 Alcalá de Henares sección 04010;Renta neta media por persona ;2020;16.927
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504011 Alcalá de Henares sección 04011;Renta neta media por persona ;2020;15.942
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504012 Alcalá de Henares sección 04012;Renta neta media por persona ;2020;10.162
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504013 Alcalá de Henares sección 04013;Renta neta media por persona ;2020;15.569
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504014 Alcalá de Henares sección 04014;Renta neta media por persona ;2020;15.289
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504015 Alcalá de Henares sección 04015;Renta neta media por persona ;2020;8.704
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504016 Alcalá de Henares sección 04016;Renta neta media por persona ;2020;15.219
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504017 Alcalá de Henares sección 04017;Renta neta media por persona ;2020;16.461
28005 Alcalá de Henares;2800504 Alcalá de Henares distrito 04;2800504018 Alcalá de Henares sección 04018;Renta neta media por persona ;2020;15.497
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;;Renta neta media por persona ;2020;13.742
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505001 Alcalá de Henares sección 05001;Renta neta media por persona ;2020;10.876
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505002 Alcalá de Henares sección 05002;Renta neta media por persona ;2020;13.148
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505003 Alcalá de Henares sección 05003;Renta neta media por persona ;2020;11.914
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505004 Alcalá de Henares sección 05004;Renta neta media por persona ;2020;11.144
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505005 Alcalá de Henares sección 05005;Renta neta media por persona ;2020;12.159
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505006 Alcalá de Henares sección 05006;Renta neta media por persona ;2020;16.329
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505007 Alcalá de Henares sección 05007;Renta neta media por persona ;2020;14.951
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505008 Alcalá de Henares sección 05008;Renta neta media por persona ;2020;14.300
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505009 Alcalá de Henares sección 05009;Renta neta media por persona ;2020;8.666
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505010 Alcalá de Henares sección 05010;Renta neta media por persona ;2020;11.422
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505011 Alcalá de Henares sección 05011;Renta neta media por persona ;2020;11.938
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505012 Alcalá de Henares sección 05012;Renta neta media por persona ;2020;10.464
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505013 Alcalá de Henares sección 05013;Renta neta media por persona ;2020;21.727
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505014 Alcalá de Henares sección 05014;Renta neta media por persona ;2020;12.880
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505015 Alcalá de Henares sección 05015;Renta neta media por persona ;2020;20.136
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505016 Alcalá de Henares sección 05016;Renta neta media por persona ;2020;20.341
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505017 Alcalá de Henares sección 05017;Renta neta media por persona ;2020;10.533
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505018 Alcalá de Henares sección 05018;Renta neta media por persona ;2020;13.140
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505019 Alcalá de Henares sección 05019;Renta neta media por persona ;2020;11.637
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505020 Alcalá de Henares sección 05020;Renta neta media por persona ;2020;10.924
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505021 Alcalá de Henares sección 05021;Renta neta media por persona ;2020;11.578
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505022 Alcalá de Henares sección 05022;Renta neta media por persona ;2020;17.801
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505023 Alcalá de Henares sección 05023;Renta neta media por persona ;2020;11.670
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505024 Alcalá de Henares sección 05024;Renta neta media por persona ;2020;11.260
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505025 Alcalá de Henares sección 05025;Renta neta media por persona ;2020;12.115
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505026 Alcalá de Henares sección 05026;Renta neta media por persona ;2020;10.537
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505027 Alcalá de Henares sección 05027;Renta neta media por persona ;2020;10.427
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505028 Alcalá de Henares sección 05028;Renta neta media por persona ;2020;15.882
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505029 Alcalá de Henares sección 05029;Renta neta media por persona ;2020;15.468
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505030 Alcalá de Henares sección 05030;Renta neta media por persona ;2020;16.897
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505031 Alcalá de Henares sección 05031;Renta neta media por persona ;2020;19.645
28005 Alcalá de Henares;2800505 Alcalá de Henares distrito 05;2800505032 Alcalá de Henares sección 05032;Renta neta media por persona ;2020;23.903
28006 Alcobendas;;;Renta neta media por persona ;2020;18.684
28006 Alcobendas;2800601 Alcobendas distrito 01;;Renta neta media por persona ;2020;18.684
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601001 Alcobendas sección 01001;Renta neta media por persona ;2020;10.543
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601002 Alcobendas sección 01002;Renta neta media por persona ;2020;10.236
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601003 Alcobendas sección 01003;Renta neta media por persona ;2020;9.206
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601004 Alcobendas sección 01004;Renta neta media por persona ;2020;10.399
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601005 Alcobendas sección 01005;Renta neta media por persona ;2020;10.095
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601006 Alcobendas sección 01006;Renta neta media por persona ;2020;10.370
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601007 Alcobendas sección 01007;Renta neta media por persona ;2020;10.079
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601008 Alcobendas sección 01008;Renta neta media por persona ;2020;9.653
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601009 Alcobendas sección 01009;Renta neta media por persona ;2020;9.923
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601011 Alcobendas sección 01011;Renta neta media por persona ;2020;9.124
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601012 Alcobendas sección 01012;Renta neta media por persona ;2020;9.601
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601013 Alcobendas sección 01013;Renta neta media por persona ;2020;10.659
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601014 Alcobendas sección 01014;Renta neta media por persona ;2020;10.180
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601015 Alcobendas sección 01015;Renta neta media por persona ;2020;11.773
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601016 Alcobendas sección 01016;Renta neta media por persona ;2020;10.769
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601017 Alcobendas sección 01017;Renta neta media por persona ;2020;9.135
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601018 Alcobendas sección 01018;Renta neta media por persona ;2020;10.055
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601019 Alcobendas sección 01019;Renta neta media por persona ;2020;10.112
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601020 Alcobendas sección 01020;Renta neta media por persona ;2020;10.662
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601021 Alcobendas sección 01021;Renta neta media por persona ;2020;11.125
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601022 Alcobendas sección 01022;Renta neta media por persona ;2020;11.006
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601023 Alcobendas sección 01023;Renta neta media por persona ;2020;13.536
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601024 Alcobendas sección 01024;Renta neta media por persona ;2020;12.214
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601025 Alcobendas sección 01025;Renta neta media por persona ;2020;12.799
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601026 Alcobendas sección 01026;Renta neta media por persona ;2020;14.176
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601027 Alcobendas sección 01027;Renta neta media por persona ;2020;12.369
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601028 Alcobendas sección 01028;Renta neta media por persona ;2020;13.220
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601029 Alcobendas sección 01029;Renta neta media por persona ;2020;12.876
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601030 Alcobendas sección 01030;Renta neta media por persona ;2020;17.759
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601031 Alcobendas sección 01031;Renta neta media por persona ;2020;15.352
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601032 Alcobendas sección 01032;Renta neta media por persona ;2020;13.601
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601033 Alcobendas sección 01033;Renta neta media por persona ;2020;30.252
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601034 Alcobendas sección 01034;Renta neta media por persona ;2020;31.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601035 Alcobendas sección 01035;Renta neta media por persona ;2020;31.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601036 Alcobendas sección 01036;Renta neta media por persona ;2020;31.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601037 Alcobendas sección 01037;Renta neta media por persona ;2020;22.984
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601038 Alcobendas sección 01038;Renta neta media por persona ;2020;14.269
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601039 Alcobendas sección 01039;Renta neta media por persona ;2020;28.848
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601040 Alcobendas sección 01040;Renta neta media por persona ;2020;31.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601041 Alcobendas sección 01041;Renta neta media por persona ;2020;31.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601042 Alcobendas sección 01042;Renta neta media por persona ;2020;11.058
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601043 Alcobendas sección 01043;Renta neta media por persona ;2020;9.629
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601044 Alcobendas sección 01044;Renta neta media por persona ;2020;17.745
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601045 Alcobendas sección 01045;Renta neta media por persona ;2020;14.117
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601046 Alcobendas sección 01046;Renta neta media por persona ;2020;13.702
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601047 Alcobendas sección 01047;Renta neta media por persona ;2020;18.598
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601048 Alcobendas sección 01048;Renta neta media por persona ;2020;31.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601049 Alcobendas sección 01049;Renta neta media por persona ;2020;15.966
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601050 Alcobendas sección 01050;Renta neta media por persona ;2020;23.866
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601051 Alcobendas sección 01051;Renta neta media por persona ;2020;17.838
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601052 Alcobendas sección 01052;Renta neta media por persona ;2020;24.315
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601053 Alcobendas sección 01053;Renta neta media por persona ;2020;23.552
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601054 Alcobendas sección 01054;Renta neta media por persona ;2020;13.296
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601055 Alcobendas sección 01055;Renta neta media por persona ;2020;16.084
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601056 Alcobendas sección 01056;Renta neta media por persona ;2020;14.044
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601057 Alcobendas sección 01057;Renta neta media por persona ;2020;18.857
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601058 Alcobendas sección 01058;Renta neta media por persona ;2020;12.777
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601059 Alcobendas sección 01059;Renta neta media por persona ;2020;31.670
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601060 Alcobendas sección 01060;Renta neta media por persona ;2020;21.408
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601061 Alcobendas sección 01061;Renta neta media por persona ;2020;12.470
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601062 Alcobendas sección 01062;Renta neta media por persona ;2020;15.660
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601063 Alcobendas sección 01063;Renta neta media por persona ;2020;20.203
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601064 Alcobendas sección 01064;Renta neta media por persona ;2020;15.845
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601065 Alcobendas sección 01065;Renta neta media por persona ;2020;16.799
28006 Alcobendas;2800601 Alcobendas distrito 01;2800601066 Alcobendas sección 01066;Renta neta media por persona ;2020;18.458
