Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807912 Madrid distrito 12;2807912083 Madrid sección 12083;Renta neta media por persona ;2020;9.024
28079 Madrid;2807912 Madrid distrito 12;2807912084 Madrid sección 12084;Renta neta media por persona ;2020;9.228
28079 Madrid;2807912 Madrid distrito 12;2807912086 Madrid sección 12086;Renta neta media por persona ;2020;9.409
28079 Madrid;2807912 Madrid distrito 12;2807912087 Madrid sección 12087;Renta neta media por persona ;2020;7.914
28079 Madrid;2807912 Madrid distrito 12;2807912088 Madrid sección 12088;Renta neta media por persona ;2020;7.869
28079 Madrid;2807912 Madrid distrito 12;2807912089 Madrid sección 12089;Renta neta media por persona ;2020;8.453
28079 Madrid;2807912 Madrid distrito 12;2807912090 Madrid sección 12090;Renta neta media por persona ;2020;8.169
28079 Madrid;2807912 Madrid distrito 12;2807912091 Madrid sección 12091;Renta neta media por persona ;2020;8.570
28079 Madrid;2807912 Madrid distrito 12;2807912092 Madrid sección 12092;Renta neta media por persona ;2020;9.028
28079 Madrid;2807912 Madrid distrito 12;2807912093 Madrid sección 12093;Renta neta media por persona ;2020;9.181
28079 Madrid;2807912 Madrid distrito 12;2807912094 Madrid sección 12094;Renta neta media por persona ;2020;7.853
28079 Madrid;2807912 Madrid distrito 12;2807912096 Madrid sección 12096;Renta neta media por persona ;2020;7.577
28079 Madrid;2807912 Madrid distrito 12;2807912097 Madrid sección 12097;Renta neta media por persona ;2020;9.400
28079 Madrid;2807912 Madrid distrito 12;2807912098 Madrid sección 12098;Renta neta media por persona ;2020;15.336
28079 Madrid;2807912 Madrid distrito 12;2807912099 Madrid sección 12099;Renta neta media por persona ;2020;9.080
28079 Madrid;2807912 Madrid distrito 12;2807912100 Madrid sección 12100;Renta neta media por persona ;2020;9.381
28079 Madrid;2807912 Madrid distrito 12;2807912101 Madrid sección 12101;Renta neta media por persona ;2020;12.462
28079 Madrid;2807912 Madrid distrito 12;2807912102 Madrid sección 12102;Renta neta media por persona ;2020;11.005
28079 Madrid;2807912 Madrid distrito 12;2807912103 Madrid sección 12103;Renta neta media por persona ;2020;8.048
28079 Madrid;2807912 Madrid distrito 12;2807912104 Madrid sección 12104;Renta neta media por persona ;2020;13.423
28079 Madrid;2807912 Madrid distrito 12;2807912105 Madrid sección 12105;Renta neta media por persona ;2020;11.904
28079 Madrid;2807912 Madrid distrito 12;2807912106 Madrid sección 12106;Renta neta media por persona ;2020;13.559
28079 Madrid;2807912 Madrid distrito 12;2807912107 Madrid sección 12107;Renta neta media por persona ;2020;17.439
28079 Madrid;2807912 Madrid distrito 12;2807912108 Madrid sección 12108;Renta neta media por persona ;2020;12.949
28079 Madrid;2807912 Madrid distrito 12;2807912109 Madrid sección 12109;Renta neta media por persona ;2020;10.805
28079 Madrid;2807913 Madrid distrito 13;;Renta neta media por persona ;2020;10.445
28079 Madrid;2807913 Madrid distrito 13;2807913002 Madrid sección 13002;Renta neta media por persona ;2020;8.672
28079 Madrid;2807913 Madrid distrito 13;2807913003 Madrid sección 13003;Renta neta media por persona ;2020;7.716
28079 Madrid;2807913 Madrid distrito 13;2807913004 Madrid sección 13004;Renta neta media por persona ;2020;9.496
28079 Madrid;2807913 Madrid distrito 13;2807913005 Madrid sección 13005;Renta neta media por persona ;2020;8.738
28079 Madrid;2807913 Madrid distrito 13;2807913006 Madrid sección 13006;Renta neta media por persona ;2020;8.588
28079 Madrid;2807913 Madrid distrito 13;2807913007 Madrid sección 13007;Renta neta media por persona ;2020;8.974
28079 Madrid;2807913 Madrid distrito 13;2807913008 Madrid sección 13008;Renta neta media por persona ;2020;9.760
28079 Madrid;2807913 Madrid distrito 13;2807913010 Madrid sección 13010;Renta neta media por persona ;2020;9.860
28079 Madrid;2807913 Madrid distrito 13;2807913011 Madrid sección 13011;Renta neta media por persona ;2020;8.681
28079 Madrid;2807913 Madrid distrito 13;2807913012 Madrid sección 13012;Renta neta media por persona ;2020;8.527
28079 Madrid;2807913 Madrid distrito 13;2807913013 Madrid sección 13013;Renta neta media por persona ;2020;8.968
28079 Madrid;2807913 Madrid distrito 13;2807913014 Madrid sección 13014;Renta neta media por persona ;2020;8.975
28079 Madrid;2807913 Madrid distrito 13;2807913016 Madrid sección 13016;Renta neta media por persona ;2020;7.983
28079 Madrid;2807913 Madrid distrito 13;2807913017 Madrid sección 13017;Renta neta media por persona ;2020;9.659
28079 Madrid;2807913 Madrid distrito 13;2807913018 Madrid sección 13018;Renta neta media por persona ;2020;8.370
28079 Madrid;2807913 Madrid distrito 13;2807913019 Madrid sección 13019;Renta neta media por persona ;2020;9.838
28079 Madrid;2807913 Madrid distrito 13;2807913021 Madrid sección 13021;Renta neta media por persona ;2020;10.307
28079 Madrid;2807913 Madrid distrito 13;2807913022 Madrid sección 13022;Renta neta media por persona ;2020;9.333
28079 Madrid;2807913 Madrid distrito 13;2807913023 Madrid sección 13023;Renta neta media por persona ;2020;10.558
28079 Madrid;2807913 Madrid distrito 13;2807913024 Madrid sección 13024;Renta neta media por persona ;2020;9.945
28079 Madrid;2807913 Madrid distrito 13;2807913026 Madrid sección 13026;Renta neta media por persona ;2020;9.274
28079 Madrid;2807913 Madrid distrito 13;2807913027 Madrid sección 13027;Renta neta media por persona ;2020;6.973
28079 Madrid;2807913 Madrid distrito 13;2807913028 Madrid sección 13028;Renta neta media por persona ;2020;7.254
28079 Madrid;2807913 Madrid distrito 13;2807913029 Madrid sección 13029;Renta neta media por persona ;2020;9.438
28079 Madrid;2807913 Madrid distrito 13;2807913030 Madrid sección 13030;Renta neta media por persona ;2020;10.104
28079 Madrid;2807913 Madrid distrito 13;2807913031 Madrid sección 13031;Renta neta media por persona ;2020;8.735
28079 Madrid;2807913 Madrid distrito 13;2807913032 Madrid sección 13032;Renta neta media por persona ;2020;9.933
28079 Madrid;2807913 Madrid distrito 13;2807913033 Madrid sección 13033;Renta neta media por persona ;2020;8.896
28079 Madrid;2807913 Madrid distrito 13;2807913034 Madrid sección 13034;Renta neta media por persona ;2020;9.874
28079 Madrid;2807913 Madrid distrito 13;2807913035 Madrid sección 13035;Renta neta media por persona ;2020;10.513
28079 Madrid;2807913 Madrid distrito 13;2807913036 Madrid sección 13036;Renta neta media por persona ;2020;8.401
28079 Madrid;2807913 Madrid distrito 13;2807913037 Madrid sección 13037;Renta neta media por persona ;2020;10.002
28079 Madrid;2807913 Madrid distrito 13;2807913038 Madrid sección 13038;Renta neta media por persona ;2020;9.057
28079 Madrid;2807913 Madrid distrito 13;2807913039 Madrid sección 13039;Renta neta media por persona ;2020;9.542
28079 Madrid;2807913 Madrid distrito 13;2807913040 Madrid sección 13040;Renta neta media por persona ;2020;8.950
28079 Madrid;2807913 Madrid distrito 13;2807913041 Madrid sección 13041;Renta neta media por persona ;2020;9.424
28079 Madrid;2807913 Madrid distrito 13;2807913042 Madrid sección 13042;Renta neta media por persona ;2020;8.679
28079 Madrid;2807913 Madrid distrito 13;2807913043 Madrid sección 13043;Renta neta media por persona ;2020;8.694
28079 Madrid;2807913 Madrid distrito 13;2807913044 Madrid sección 13044;Renta neta media por persona ;2020;9.011
28079 Madrid;2807913 Madrid distrito 13;2807913045 Madrid sección 13045;Renta neta media por persona ;2020;8.493
28079 Madrid;2807913 Madrid distrito 13;2807913046 Madrid sección 13046;Renta neta media por persona ;2020;8.992
28079 Madrid;2807913 Madrid distrito 13;2807913047 Madrid sección 13047;Renta neta media por persona ;2020;9.838
28079 Madrid;2807913 Madrid distrito 13;2807913048 Madrid sección 13048;Renta neta media por persona ;2020;8.196
28079 Madrid;2807913 Madrid distrito 13;2807913049 Madrid sección 13049;Renta neta media por persona ;2020;10.576
28079 Madrid;2807913 Madrid distrito 13;2807913050 Madrid sección 13050;Renta neta media por persona ;2020;9.003
28079 Madrid;2807913 Madrid distrito 13;2807913052 Madrid sección 13052;Renta neta media por persona ;2020;9.198
28079 Madrid;2807913 Madrid distrito 13;2807913053 Madrid sección 13053;Renta neta media por persona ;2020;9.620
28079 Madrid;2807913 Madrid distrito 13;2807913054 Madrid sección 13054;Renta neta media por persona ;2020;9.084
28079 Madrid;2807913 Madrid distrito 13;2807913055 Madrid sección 13055;Renta neta media por persona ;2020;8.280
28079 Madrid;2807913 Madrid distrito 13;2807913056 Madrid sección 13056;Renta neta media por persona ;2020;10.117
28079 Madrid;2807913 Madrid distrito 13;2807913057 Madrid sección 13057;Renta neta media por persona ;2020;8.602
28079 Madrid;2807913 Madrid distrito 13;2807913058 Madrid sección 13058;Renta neta media por persona ;2020;7.879
28079 Madrid;2807913 Madrid distrito 13;2807913059 Madrid sección 13059;Renta neta media por persona ;2020;7.850
28079 Madrid;2807913 Madrid distrito 13;2807913060 Madrid sección 13060;Renta neta media por persona ;2020;8.619
28079 Madrid;2807913 Madrid distrito 13;2807913061 Madrid sección 13061;Renta neta media por persona ;2020;8.140
28079 Madrid;2807913 Madrid distrito 13;2807913062 Madrid sección 13062;Renta neta media por persona ;2020;8.215
28079 Madrid;2807913 Madrid distrito 13;2807913063 Madrid sección 13063;Renta neta media por persona ;2020;8.884
28079 Madrid;2807913 Madrid distrito 13;2807913064 Madrid sección 13064;Renta neta media por persona ;2020;""
28079 Madrid;2807913 Madrid distrito 13;2807913065 Madrid sección 13065;Renta neta media por persona ;2020;8.413
28079 Madrid;2807913 Madrid distrito 13;2807913066 Madrid sección 13066;Renta neta media por persona ;2020;8.390
28079 Madrid;2807913 Madrid distrito 13;2807913069 Madrid sección 13069;Renta neta media por persona ;2020;8.651
28079 Madrid;2807913 Madrid distrito 13;2807913074 Madrid sección 13074;Renta neta media por persona ;2020;14.609
28079 Madrid;2807913 Madrid distrito 13;2807913077 Madrid sección 13077;Renta neta media por persona ;2020;16.447
28079 Madrid;2807913 Madrid distrito 13;2807913078 Madrid sección 13078;Renta neta media por persona ;2020;16.034
28079 Madrid;2807913 Madrid distrito 13;2807913079 Madrid sección 13079;Renta neta media por persona ;2020;8.875
28079 Madrid;2807913 Madrid distrito 13;2807913080 Madrid sección 13080;Renta neta media por persona ;2020;8.216
28079 Madrid;2807913 Madrid distrito 13;2807913083 Madrid sección 13083;Renta neta media por persona ;2020;8.586
28079 Madrid;2807913 Madrid distrito 13;2807913084 Madrid sección 13084;Renta neta media por persona ;2020;8.927
28079 Madrid;2807913 Madrid distrito 13;2807913086 Madrid sección 13086;Renta neta media por persona ;2020;10.054
28079 Madrid;2807913 Madrid distrito 13;2807913087 Madrid sección 13087;Renta neta media por persona ;2020;14.311
28079 Madrid;2807913 Madrid distrito 13;2807913088 Madrid sección 13088;Renta neta media por persona ;2020;13.867
28079 Madrid;2807913 Madrid distrito 13;2807913089 Madrid sección 13089;Renta neta media por persona ;2020;9.548
28079 Madrid;2807913 Madrid distrito 13;2807913090 Madrid sección 13090;Renta neta media por persona ;2020;8.723
28079 Madrid;2807913 Madrid distrito 13;2807913091 Madrid sección 13091;Renta neta media por persona ;2020;9.934
28079 Madrid;2807913 Madrid distrito 13;2807913092 Madrid sección 13092;Renta neta media por persona ;2020;11.086
28079 Madrid;2807913 Madrid distrito 13;2807913094 Madrid sección 13094;Renta neta media por persona ;2020;10.770
28079 Madrid;2807913 Madrid distrito 13;2807913103 Madrid sección 13103;Renta neta media por persona ;2020;10.332
28079 Madrid;2807913 Madrid distrito 13;2807913104 Madrid sección 13104;Renta neta media por persona ;2020;11.350
28079 Madrid;2807913 Madrid distrito 13;2807913108 Madrid sección 13108;Renta neta media por persona ;2020;11.456
28079 Madrid;2807913 Madrid distrito 13;2807913109 Madrid sección 13109;Renta neta media por persona ;2020;12.991
28079 Madrid;2807913 Madrid distrito 13;2807913110 Madrid sección 13110;Renta neta media por persona ;2020;9.217
28079 Madrid;2807913 Madrid distrito 13;2807913111 Madrid sección 13111;Renta neta media por persona ;2020;9.421
28079 Madrid;2807913 Madrid distrito 13;2807913112 Madrid sección 13112;Renta neta media por persona ;2020;10.103
28079 Madrid;2807913 Madrid distrito 13;2807913114 Madrid sección 13114;Renta neta media por persona ;2020;9.095
28079 Madrid;2807913 Madrid distrito 13;2807913115 Madrid sección 13115;Renta neta media por persona ;2020;10.504
28079 Madrid;2807913 Madrid distrito 13;2807913116 Madrid sección 13116;Renta neta media por persona ;2020;10.623
28079 Madrid;2807913 Madrid distrito 13;2807913117 Madrid sección 13117;Renta neta media por persona ;2020;9.654
28079 Madrid;2807913 Madrid distrito 13;2807913118 Madrid sección 13118;Renta neta media por persona ;2020;9.492
28079 Madrid;2807913 Madrid distrito 13;2807913119 Madrid sección 13119;Renta neta media por persona ;2020;10.195
28079 Madrid;2807913 Madrid distrito 13;2807913120 Madrid sección 13120;Renta neta media por persona ;2020;10.110
28079 Madrid;2807913 Madrid distrito 13;2807913121 Madrid sección 13121;Renta neta media por persona ;2020;10.155
28079 Madrid;2807913 Madrid distrito 13;2807913122 Madrid sección 13122;Renta neta media por persona ;2020;9.559
28079 Madrid;2807913 Madrid distrito 13;2807913123 Madrid sección 13123;Renta neta media por persona ;2020;12.052
28079 Madrid;2807913 Madrid distrito 13;2807913124 Madrid sección 13124;Renta neta media por persona ;2020;9.840
28079 Madrid;2807913 Madrid distrito 13;2807913125 Madrid sección 13125;Renta neta media por persona ;2020;8.271
28079 Madrid;2807913 Madrid distrito 13;2807913126 Madrid sección 13126;Renta neta media por persona ;2020;8.246
28079 Madrid;2807913 Madrid distrito 13;2807913127 Madrid sección 13127;Renta neta media por persona ;2020;17.447
28079 Madrid;2807913 Madrid distrito 13;2807913128 Madrid sección 13128;Renta neta media por persona ;2020;12.862
28079 Madrid;2807913 Madrid distrito 13;2807913129 Madrid sección 13129;Renta neta media por persona ;2020;10.072
28079 Madrid;2807913 Madrid distrito 13;2807913131 Madrid sección 13131;Renta neta media por persona ;2020;10.158
28079 Madrid;2807913 Madrid distrito 13;2807913132 Madrid sección 13132;Renta neta media por persona ;2020;9.966
28079 Madrid;2807913 Madrid distrito 13;2807913133 Madrid sección 13133;Renta neta media por persona ;2020;10.287
28079 Madrid;2807913 Madrid distrito 13;2807913134 Madrid sección 13134;Renta neta media por persona ;2020;10.584
28079 Madrid;2807913 Madrid distrito 13;2807913135 Madrid sección 13135;Renta neta media por persona ;2020;11.020
28079 Madrid;2807913 Madrid distrito 13;2807913136 Madrid sección 13136;Renta neta media por persona ;2020;10.561
28079 Madrid;2807913 Madrid distrito 13;2807913137 Madrid sección 13137;Renta neta media por persona ;2020;13.797
28079 Madrid;2807913 Madrid distrito 13;2807913138 Madrid sección 13138;Renta neta media por persona ;2020;9.146
28079 Madrid;2807913 Madrid distrito 13;2807913139 Madrid sección 13139;Renta neta media por persona ;2020;9.586
28079 Madrid;2807913 Madrid distrito 13;2807913140 Madrid sección 13140;Renta neta media por persona ;2020;12.154
28079 Madrid;2807913 Madrid distrito 13;2807913142 Madrid sección 13142;Renta neta media por persona ;2020;9.535
28079 Madrid;2807913 Madrid distrito 13;2807913143 Madrid sección 13143;Renta neta media por persona ;2020;11.923
28079 Madrid;2807913 Madrid distrito 13;2807913144 Madrid sección 13144;Renta neta media por persona ;2020;9.606
28079 Madrid;2807913 Madrid distrito 13;2807913145 Madrid sección 13145;Renta neta media por persona ;2020;8.971
28079 Madrid;2807913 Madrid distrito 13;2807913146 Madrid sección 13146;Renta neta media por persona ;2020;10.148
28079 Madrid;2807913 Madrid distrito 13;2807913147 Madrid sección 13147;Renta neta media por persona ;2020;9.855
28079 Madrid;2807913 Madrid distrito 13;2807913148 Madrid sección 13148;Renta neta media por persona ;2020;8.934
28079 Madrid;2807913 Madrid distrito 13;2807913150 Madrid sección 13150;Renta neta media por persona ;2020;9.026
28079 Madrid;2807913 Madrid distrito 13;2807913153 Madrid sección 13153;Renta neta media por persona ;2020;8.769
28079 Madrid;2807913 Madrid distrito 13;2807913154 Madrid sección 13154;Renta neta media por persona ;2020;10.055
28079 Madrid;2807913 Madrid distrito 13;2807913155 Madrid sección 13155;Renta neta media por persona ;2020;9.880
28079 Madrid;2807913 Madrid distrito 13;2807913156 Madrid sección 13156;Renta neta media por persona ;2020;10.693
28079 Madrid;2807913 Madrid distrito 13;2807913157 Madrid sección 13157;Renta neta media por persona ;2020;10.499
28079 Madrid;2807913 Madrid distrito 13;2807913158 Madrid sección 13158;Renta neta media por persona ;2020;11.272
28079 Madrid;2807913 Madrid distrito 13;2807913160 Madrid sección 13160;Renta neta media por persona ;2020;11.186
28079 Madrid;2807913 Madrid distrito 13;2807913161 Madrid sección 13161;Renta neta media por persona ;2020;12.446
28079 Madrid;2807913 Madrid distrito 13;2807913162 Madrid sección 13162;Renta neta media por persona ;2020;10.163
28079 Madrid;2807913 Madrid distrito 13;2807913163 Madrid sección 13163;Renta neta media por persona ;2020;11.302
28079 Madrid;2807913 Madrid distrito 13;2807913164 Madrid sección 13164;Renta neta media por persona ;2020;11.640
28079 Madrid;2807913 Madrid distrito 13;2807913166 Madrid sección 13166;Renta neta media por persona ;2020;10.905
28079 Madrid;2807913 Madrid distrito 13;2807913168 Madrid sección 13168;Renta neta media por persona ;2020;9.727
28079 Madrid;2807913 Madrid distrito 13;2807913169 Madrid sección 13169;Renta neta media por persona ;2020;10.211
28079 Madrid;2807913 Madrid distrito 13;2807913170 Madrid sección 13170;Renta neta media por persona ;2020;9.716
28079 Madrid;2807913 Madrid distrito 13;2807913171 Madrid sección 13171;Renta neta media por persona ;2020;10.314
28079 Madrid;2807913 Madrid distrito 13;2807913172 Madrid sección 13172;Renta neta media por persona ;2020;8.599
28079 Madrid;2807913 Madrid distrito 13;2807913173 Madrid sección 13173;Renta neta media por persona ;2020;7.833
28079 Madrid;2807913 Madrid distrito 13;2807913174 Madrid sección 13174;Renta neta media por persona ;2020;9.474
28079 Madrid;2807913 Madrid distrito 13;2807913175 Madrid sección 13175;Renta neta media por persona ;2020;9.208
28079 Madrid;2807913 Madrid distrito 13;2807913176 Madrid sección 13176;Renta neta media por persona ;2020;8.752
28079 Madrid;2807913 Madrid distrito 13;2807913177 Madrid sección 13177;Renta neta media por persona ;2020;8.990
28079 Madrid;2807913 Madrid distrito 13;2807913178 Madrid sección 13178;Renta neta media por persona ;2020;10.086
28079 Madrid;2807913 Madrid distrito 13;2807913179 Madrid sección 13179;Renta neta media por persona ;2020;10.716
28079 Madrid;2807913 Madrid distrito 13;2807913180 Madrid sección 13180;Renta neta media por persona ;2020;9.727
28079 Madrid;2807913 Madrid distrito 13;2807913181 Madrid sección 13181;Renta neta media por persona ;2020;9.837
28079 Madrid;2807913 Madrid distrito 13;2807913182 Madrid sección 13182;Renta neta media por persona ;2020;14.611
28079 Madrid;2807913 Madrid distrito 13;2807913183 Madrid sección 13183;Renta neta media por persona ;2020;16.126
28079 Madrid;2807913 Madrid distrito 13;2807913184 Madrid sección 13184;Renta neta media por persona ;2020;12.071
28079 Madrid;2807913 Madrid distrito 13;2807913185 Madrid sección 13185;Renta neta media por persona ;2020;9.810
28079 Madrid;2807913 Madrid distrito 13;2807913186 Madrid sección 13186;Renta neta media por persona ;2020;10.286
28079 Madrid;2807913 Madrid distrito 13;2807913187 Madrid sección 13187;Renta neta media por persona ;2020;9.288
28079 Madrid;2807913 Madrid distrito 13;2807913189 Madrid sección 13189;Renta neta media por persona ;2020;9.007
28079 Madrid;2807913 Madrid distrito 13;2807913190 Madrid sección 13190;Renta neta media por persona ;2020;10.621
28079 Madrid;2807913 Madrid distrito 13;2807913191 Madrid sección 13191;Renta neta media por persona ;2020;12.728
28079 Madrid;2807913 Madrid distrito 13;2807913192 Madrid sección 13192;Renta neta media por persona ;2020;9.808
28079 Madrid;2807913 Madrid distrito 13;2807913193 Madrid sección 13193;Renta neta media por persona ;2020;10.348
28079 Madrid;2807913 Madrid distrito 13;2807913194 Madrid sección 13194;Renta neta media por persona ;2020;9.936
28079 Madrid;2807913 Madrid distrito 13;2807913195 Madrid sección 13195;Renta neta media por persona ;2020;11.563
28079 Madrid;2807913 Madrid distrito 13;2807913196 Madrid sección 13196;Renta neta media por persona ;2020;10.739
28079 Madrid;2807913 Madrid distrito 13;2807913197 Madrid sección 13197;Renta neta media por persona ;2020;10.372
28079 Madrid;2807913 Madrid distrito 13;2807913198 Madrid sección 13198;Renta neta media por persona ;2020;11.207
28079 Madrid;2807913 Madrid distrito 13;2807913199 Madrid sección 13199;Renta neta media por persona ;2020;15.220
28079 Madrid;2807913 Madrid distrito 13;2807913200 Madrid sección 13200;Renta neta media por persona ;2020;10.105
28079 Madrid;2807913 Madrid distrito 13;2807913201 Madrid sección 13201;Renta neta media por persona ;2020;9.865
28079 Madrid;2807913 Madrid distrito 13;2807913202 Madrid sección 13202;Renta neta media por persona ;2020;14.328
28079 Madrid;2807913 Madrid distrito 13;2807913203 Madrid sección 13203;Renta neta media por persona ;2020;16.758
28079 Madrid;2807913 Madrid distrito 13;2807913204 Madrid sección 13204;Renta neta media por persona ;2020;14.293
28079 Madrid;2807913 Madrid distrito 13;2807913205 Madrid sección 13205;Renta neta media por persona ;2020;14.519
28079 Madrid;2807913 Madrid distrito 13;2807913206 Madrid sección 13206;Renta neta media por persona ;2020;10.326
28079 Madrid;2807913 Madrid distrito 13;2807913207 Madrid sección 13207;Renta neta media por persona ;2020;15.380
28079 Madrid;2807913 Madrid distrito 13;2807913208 Madrid sección 13208;Renta neta media por persona ;2020;14.716
28079 Madrid;2807913 Madrid distrito 13;2807913209 Madrid sección 13209;Renta neta media por persona ;2020;14.565
28079 Madrid;2807913 Madrid distrito 13;2807913210 Madrid sección 13210;Renta neta media por persona ;2020;9.431
28079 Madrid;2807913 Madrid distrito 13;2807913211 Madrid sección 13211;Renta neta media por persona ;2020;12.015
28079 Madrid;2807913 Madrid distrito 13;2807913212 Madrid sección 13212;Renta neta media por persona ;2020;14.160
28079 Madrid;2807913 Madrid distrito 13;2807913213 Madrid sección 13213;Renta neta media por persona ;2020;12.518
28079 Madrid;2807913 Madrid distrito 13;2807913214 Madrid sección 13214;Renta neta media por persona ;2020;7.505
28079 Madrid;2807913 Madrid distrito 13;2807913215 Madrid sección 13215;Renta neta media por persona ;2020;9.117
28079 Madrid;2807913 Madrid distrito 13;2807913216 Madrid sección 13216;Renta neta media por persona ;2020;14.827
28079 Madrid;2807913 Madrid distrito 13;2807913217 Madrid sección 13217;Renta neta media por persona ;2020;9.824
28079 Madrid;2807914 Madrid distrito 14;;Renta neta media por persona ;2020;15.294
28079 Madrid;2807914 Madrid distrito 14;2807914001 Madrid sección 14001;Renta neta media por persona ;2020;""
28079 Madrid;2807914 Madrid distrito 14;2807914002 Madrid sección 14002;Renta neta media por persona ;2020;11.138
28079 Madrid;2807914 Madrid distrito 14;2807914003 Madrid sección 14003;Renta neta media por persona ;2020;11.886
28079 Madrid;2807914 Madrid distrito 14;2807914004 Madrid sección 14004;Renta neta media por persona ;2020;14.104
28079 Madrid;2807914 Madrid distrito 14;2807914005 Madrid sección 14005;Renta neta media por persona ;2020;14.191
28079 Madrid;2807914 Madrid distrito 14;2807914006 Madrid sección 14006;Renta neta media por persona ;2020;12.765
28079 Madrid;2807914 Madrid distrito 14;2807914010 Madrid sección 14010;Renta neta media por persona ;2020;21.128
28079 Madrid;2807914 Madrid distrito 14;2807914012 Madrid sección 14012;Renta neta media por persona ;2020;14.260
28079 Madrid;2807914 Madrid distrito 14;2807914013 Madrid sección 14013;Renta neta media por persona ;2020;18.892
28079 Madrid;2807914 Madrid distrito 14;2807914014 Madrid sección 14014;Renta neta media por persona ;2020;19.054
28079 Madrid;2807914 Madrid distrito 14;2807914015 Madrid sección 14015;Renta neta media por persona ;2020;18.381
28079 Madrid;2807914 Madrid distrito 14;2807914016 Madrid sección 14016;Renta neta media por persona ;2020;17.964
28079 Madrid;2807914 Madrid distrito 14;2807914017 Madrid sección 14017;Renta neta media por persona ;2020;18.978
28079 Madrid;2807914 Madrid distrito 14;2807914018 Madrid sección 14018;Renta neta media por persona ;2020;17.098
28079 Madrid;2807914 Madrid distrito 14;2807914019 Madrid sección 14019;Renta neta media por persona ;2020;16.992
28079 Madrid;2807914 Madrid distrito 14;2807914020 Madrid sección 14020;Renta neta media por persona ;2020;17.079
28079 Madrid;2807914 Madrid distrito 14;2807914021 Madrid sección 14021;Renta neta media por persona ;2020;17.593
28079 Madrid;2807914 Madrid distrito 14;2807914022 Madrid sección 14022;Renta neta media por persona ;2020;17.913
28079 Madrid;2807914 Madrid distrito 14;2807914023 Madrid sección 14023;Renta neta media por persona ;2020;""
28079 Madrid;2807914 Madrid distrito 14;2807914024 Madrid sección 14024;Renta neta media por persona ;2020;19.051
28079 Madrid;2807914 Madrid distrito 14;2807914025 Madrid sección 14025;Renta neta media por persona ;2020;14.600
28079 Madrid;2807914 Madrid distrito 14;2807914026 Madrid sección 14026;Renta neta media por persona ;2020;12.386
28079 Madrid;2807914 Madrid distrito 14;2807914027 Madrid sección 14027;Renta neta media por persona ;2020;14.012
28079 Madrid;2807914 Madrid distrito 14;2807914028 Madrid sección 14028;Renta neta media por persona ;2020;11.914
28079 Madrid;2807914 Madrid distrito 14;2807914029 Madrid sección 14029;Renta neta media por persona ;2020;14.093
28079 Madrid;2807914 Madrid distrito 14;2807914030 Madrid sección 14030;Renta neta media por persona ;2020;19.193
28079 Madrid;2807914 Madrid distrito 14;2807914031 Madrid sección 14031;Renta neta media por persona ;2020;17.342
28079 Madrid;2807914 Madrid distrito 14;2807914032 Madrid sección 14032;Renta neta media por persona ;2020;17.702
28079 Madrid;2807914 Madrid distrito 14;2807914033 Madrid sección 14033;Renta neta media por persona ;2020;12.559
28079 Madrid;2807914 Madrid distrito 14;2807914034 Madrid sección 14034;Renta neta media por persona ;2020;18.167
28079 Madrid;2807914 Madrid distrito 14;2807914035 Madrid sección 14035;Renta neta media por persona ;2020;11.116
28079 Madrid;2807914 Madrid distrito 14;2807914036 Madrid sección 14036;Renta neta media por persona ;2020;12.647
28079 Madrid;2807914 Madrid distrito 14;2807914037 Madrid sección 14037;Renta neta media por persona ;2020;13.447
28079 Madrid;2807914 Madrid distrito 14;2807914038 Madrid sección 14038;Renta neta media por persona ;2020;11.774
28079 Madrid;2807914 Madrid distrito 14;2807914039 Madrid sección 14039;Renta neta media por persona ;2020;13.704
28079 Madrid;2807914 Madrid distrito 14;2807914040 Madrid sección 14040;Renta neta media por persona ;2020;17.750
28079 Madrid;2807914 Madrid distrito 14;2807914041 Madrid sección 14041;Renta neta media por persona ;2020;25.950
28079 Madrid;2807914 Madrid distrito 14;2807914042 Madrid sección 14042;Renta neta media por persona ;2020;23.407
28079 Madrid;2807914 Madrid distrito 14;2807914043 Madrid sección 14043;Renta neta media por persona ;2020;19.208
28079 Madrid;2807914 Madrid distrito 14;2807914044 Madrid sección 14044;Renta neta media por persona ;2020;15.594
28079 Madrid;2807914 Madrid distrito 14;2807914045 Madrid sección 14045;Renta neta media por persona ;2020;13.905
28079 Madrid;2807914 Madrid distrito 14;2807914046 Madrid sección 14046;Renta neta media por persona ;2020;11.641
28079 Madrid;2807914 Madrid distrito 14;2807914047 Madrid sección 14047;Renta neta media por persona ;2020;11.159
28079 Madrid;2807914 Madrid distrito 14;2807914048 Madrid sección 14048;Renta neta media por persona ;2020;12.689
28079 Madrid;2807914 Madrid distrito 14;2807914049 Madrid sección 14049;Renta neta media por persona ;2020;11.216
28079 Madrid;2807914 Madrid distrito 14;2807914050 Madrid sección 14050;Renta neta media por persona ;2020;11.630
28079 Madrid;2807914 Madrid distrito 14;2807914051 Madrid sección 14051;Renta neta media por persona ;2020;10.820
28079 Madrid;2807914 Madrid distrito 14;2807914052 Madrid sección 14052;Renta neta media por persona ;2020;13.251
28079 Madrid;2807914 Madrid distrito 14;2807914053 Madrid sección 14053;Renta neta media por persona ;2020;10.313
